model,sentence,predicted_label,original_label,is_correct,intent_count
Llama-1B,Show me the last flight from Denver to Boston while also showing all airlines flying from Pittsburgh to San Francisco.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"What kind of aircraft does Delta fly before 8 AM on August second from Boston to Denver, and are there any other cities I can fly from Boston to Dallas through to get a flight earlier than 10:17 in the morning?","(atis_aircraft, atis_city)","(atis_aircraft, atis_city)",1,2
Llama-1B,"What are all the flights available between Pittsburgh and Dallas Fort Worth, and please show me all fares for flights from Denver to Oakland.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"I would like the flight number and time for the cheapest fare that is the least expensive first class fare from San Francisco to Pittsburgh leaving after 8 PM Monday night, show me flights from San Francisco to Pittsburgh on a Sunday, and please give me round trip fares from Baltimore to Philadelphia.","(atis_flight_no, atis_flight, atis_airfare)","(atis_flight_no, atis_flight, atis_airfare)",1,3
Llama-1B,What is the round trip thrift fare on US Air from Boston to San Francisco and what is the latest flight in the day to arrive in Boston from Baltimore?,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B, list all flights from long beach to columbus on sunday,(atis_flight),(atis_flight),1,1
Llama-1B, a one way flight from boston to san francisco please,(atis_flight),(atis_flight),1,1
Llama-1B,Show me round trip fares from Baltimore to Philadelphia and all flights from New York to Miami on a Tuesday with round trip fares under 932 dollars.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"What is the smallest plane that flies from Pittsburgh to Baltimore on August 16, and what flights do you have today from San Francisco to Pittsburgh, along with the lowest fare from Denver to Pittsburgh?","(atis_aircraft, atis_flight, atis_airfare)","(atis_aircraft, atis_flight, atis_airfare)",1,3
Llama-1B, please give me flight schedules from pittsburgh to philadelphia,(atis_flight),(atis_flight),1,1
Llama-1B, im sorry i want to book a flight from atlanta to denver colorado,(atis_flight),(atis_flight),1,1
Llama-1B, locate flights from philadelphia to dallas stopping in hartfield,(atis_flight),(atis_flight),1,1
Llama-1B,I'd like a cheap flight from Dallas to Baltimore on January first and also the price of a flight from Cleveland to Nashville.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"I want to go and take a plane in Atlanta and fly to Boston while arranging a flight from Pittsburgh to Atlanta, and show me the airlines between Toronto and Denver.","(atis_aircraft, atis_flight, atis_airline)","(atis_aircraft, atis_flight, atis_airline)",1,3
Llama-1B, what is the fare from philadelphia to pittsburgh business class one way,(atis_airfare),(atis_airfare),1,1
Llama-1B,"Please show me the cost of a flight from Boston to Denver, check if there are any flights from Boston to San Francisco stopping in Denver, and show me airlines with flight service from Boston to Denver, from Denver to Philadelphia, and from Philadelphia to Boston.","(atis_airfare, atis_flight, atis_airline)","(atis_airfare, atis_flight, atis_airline)",1,3
Llama-1B, list nonstop flights from burbank to denver arriving by 6 pm,(atis_flight),(atis_flight),1,1
Llama-1B,Show me the first class fares from Boston to Denver and the flights from Denver to Philadelphia while also indicating which airlines provide direct flights between Washington and Denver.,"(atis_airfare, atis_flight, atis_airline)","(atis_airfare, atis_flight, atis_airline)",1,3
Llama-1B,"Show me round trip fares from Denver to Philadelphia and a flight from Long Beach to St. Louis by way of Dallas, then tell me the kind of aircraft United Airlines flies from Denver to San Francisco before 10 o'clock in the morning.","(atis_airfare, atis_flight, atis_aircraft)","(atis_airfare, atis_flight, atis_aircraft)",1,3
Llama-1B,"Find me a flight on United from Boston to San Francisco with a stopover in Denver, then please give me the cost of a round trip flight from Denver to Pittsburgh, and show me airlines with flights from Denver to Boston with a stop in Philadelphia.","(atis_flight, atis_airfare, atis_airline)","(atis_flight, atis_airfare, atis_airline)",1,3
Llama-1B, what does s designate as a meal,(atis_abbreviation),(atis_abbreviation),1,1
Llama-1B, show me round trip flights from denver to baltimore that offer first class service on united,(atis_flight),(atis_flight),1,1
Llama-1B,"Give me the flights from Boston to San Francisco leaving early today, does any airline have an early afternoon flight from Boston to Pittsburgh, and what is the schedule for flights between Pittsburgh and Boston on the evening of July ninth?","(atis_airline, atis_flight, atis_flight_time)","(atis_airline, atis_flight, atis_flight_time)",1,3
Llama-1B,Show me flights from Pittsburgh to Philadelphia and what airlines fly from Philadelphia to San Francisco.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B, i would like to fly from denver to pittsburgh on the cheapest flight possible,(atis_flight),(atis_flight),1,1
Llama-1B,Show me the airlines that fly from Toronto to San Francisco and provide a list of flights from Pittsburgh to Dallas.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"I want to make a round trip flight from Washington to San Francisco and return, and can you show me the price of a flight to Washington from Atlanta on Thursday morning?","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,List all flights from Memphis to Seattle while also providing the price of flights from Indianapolis to Memphis.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B, what airlines fly from boston to san francisco,(atis_airline),(atis_airline),1,1
Llama-1B,What is the cheapest flight from Dallas to Baltimore and what ground transportation is available at the Baltimore airport?,"(atis_flight, atis_ground_service)","(atis_flight, atis_ground_service)",1,2
Llama-1B,"On September fourth, I'll be traveling from Pittsburgh to Atlanta; can you tell me what flight would be the cheapest, and show me all flights and fares from Dallas to San Francisco?","(atis_flight, atis_airfare)","(atis_flight, atis_flight#atis_airfare)",0,2
Llama-1B,"Please give me the flight times in the morning on United Airlines for September twentieth from Philadelphia to San Francisco, and show me first class flights from Miami to New York leaving on a Sunday.","(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B, i would like to fly from atlanta to boston arriving in boston at 5 pm,(atis_flight),(atis_flight),1,1
Llama-1B, what flights are available tuesday afternoon from pittsburgh to atlanta,(atis_flight),(atis_flight),1,1
Llama-1B,List the flights between San Jose and Houston while showing me the airlines that fly from Denver to San Francisco.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"Show me airlines going from Pittsburgh to Denver and then continuing to San Francisco on Monday, and give me a list of the morning flights from Atlanta to Boston.","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,Please give me the cheapest round trip airfare from Atlanta to Philadelphia on August the first while also finding me a flight between Boston and Philadelphia that arrives in Philadelphia close to 5 PM.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"Please show me the flights from Newark to Cleveland at 5 o'clock PM daily, and also tell me the times of the flights between Boston and Baltimore.","(atis_flight, atis_flight_time)","(atis_flight, atis_flight_time)",1,2
Llama-1B,"How much does the American Airlines flight 71 from Dallas to San Francisco cost, and please list the Friday flights from Houston to Milwaukee on American Airlines in the evening.","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"What's the earliest flight from Boston to Philadelphia, and what are the ground transportation options between the airport and downtown in Boston?","(atis_ground_service, atis_flight)","(atis_ground_service, atis_flight)",1,2
Llama-1B, list the total number of flights between all airports by delta,(atis_quantity),(atis_quantity),1,1
Llama-1B,"What's the earliest flight from Pittsburgh to Baltimore on Thursday morning, and what is the ground transportation between the airport and Baltimore?","(atis_ground_service, atis_flight)","(atis_ground_service, atis_flight)",1,2
Llama-1B,"What is the lowest cost fare that Delta has between Boston and San Francisco, and what is United Airlines' service between these cities?","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"What type of aircraft leaves after 2 pm from Boston to Oakland, do any US Air flights leave from San Francisco, and what times on Wednesday could I take a plane from Denver to Oakland?","(atis_aircraft, atis_flight, atis_flight_time)","(atis_aircraft, atis_flight, atis_flight_time)",1,3
Llama-1B,"Please give me fares from Denver to Philadelphia, provide the schedule of flights from Boston to Denver next Monday, and find a flight from New York to Montreal on Thursday, May 6, arriving before noon.","(atis_airfare, atis_flight, atis_flight_time)","(atis_airfare, atis_flight, atis_flight_time)",1,3
Llama-1B,"I'll try once more; tell me the kind of aircraft United Airlines flies from Denver to San Francisco before 10 o'clock in the morning, and also what Continental flights go from Chicago to Seattle before 10 AM that have a meal.","(atis_aircraft, atis_flight)","(atis_aircraft, atis_flight)",1,2
Llama-1B, whats the lowest round trip fare from atlanta to bwi,(atis_airfare),(atis_airfare),1,1
Llama-1B,"Can you tell me what airline flies between Denver and San Francisco, and if there is any flight leaving Washington around 3 o'clock for Denver?","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"Show me the nonstop flights from Atlanta to Oakland that leave in the afternoon and arrive between 4:30 PM and 6:30 PM, and show me the price of all flights from Atlanta to Washington DC.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,Please list the morning flights from Philadelphia to Toronto and give me round trip fares from Baltimore to Philadelphia.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B, show me ground transportation for dallas,(atis_ground_service),(atis_ground_service),1,1
Llama-1B,List flights from Philadelphia to San Francisco on Thursday and provide fares for flights serving a meal from Boston to Pittsburgh before noon on Thursday.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"What are all flights from Boston to Pittsburgh on Wednesdays, and which airlines have nonstop early afternoon flights from Boston to Denver?","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"Which airline can fly me from Atlanta to Denver to San Francisco, and is there a flight from Baltimore to San Francisco with a stop in Denver on TWA?","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"Show me the fare from Dallas to San Francisco and what flights go from Philadelphia to San Francisco with a stopover in Dallas, while I'd also like to know what type of plane flies from Boston to Dallas Fort Worth after 5:30.","(atis_airfare, atis_flight, atis_aircraft)","(atis_airfare, atis_flight, atis_aircraft)",1,3
